"Timestamp","TZ","J-Type TC 1 (degF)","IR 1 (F)","IR 2 (F)","IR 3 (F)","IR 4 (F)","IR 5 (F)","IR 6 (F)","IR 7 (F)","IR 8 (F)","IR 9 (F)","IR 10 (F)","RTD 1 (degF)","RTD 2 (degF)","RTD 3 (degF)","QPSH P2 (mA)","ASHCROFT P1 (mA)","IFM Water Flow 1 (gpm)","IFM Air Vel 1 (mA)","IFM Water Flow 2 (gpm)"
2022/09/29 14:51:45.002,n,98.358944,222.25712,200.12932,179.98696,244.20594,241.12156,190.19466,181.03968,193.94034,111.70988,115.4304,118.6967,92.25592,134.46238,271.67426,-11.31417,44.736672,266.74674,-12.457882
2022/09/29 14:51:50.307,n,98.508192,221.69712,198.9869,178.64574,241.96308,237.33404,188.8581,181.15604,193.31224,113.18124,115.4352,118.68746,92.183408,134.16534,269.67606,-11.314432,44.675964,266.9306,-12.4559
2022/09/29 14:51:55.005,n,98.671896,221.4826,198.6976,177.20362,241.05224,234.94474,188.0062,181.18284,192.9915,112.85558,60.965592,118.6797,92.128736,134.35478,267.98652,-11.316706,44.636884,267.1694,-12.457642
2022/09/29 14:52:00.001,n,98.715888,220.66378,198.66204,176.48846,240.34008,231.93352,188.01058,181.22316,191.46094,115.46294,60.959196,118.658,92.077144,134.328,266.9993,-11.31381,44.631724,266.80796,-12.45471
2022/09/29 14:52:05.008,n,98.759784,219.32654,196.55056,174.89418,238.11472,228.80376,186.33564,180.86482,191.4522,115.84344,61.700676,118.63388,92.036896,134.21958,272.6897,-11.313116,44.754104,266.95102,-12.45486
2022/09/29 14:52:10.003,n,98.73984,219.10274,196.43518,174.1231,237.34278,226.50702,186.33564,180.43498,191.42538,113.71158,63.0653,118.5955,91.988552,134.0585,278.59714,-11.304918,44.67804,267.08756,-12.455648
2022/09/29 14:52:15.011,n,98.707952,218.33888,195.68882,172.78762,235.66662,224.97098,185.50808,180.44852,190.782,113.05096,63.986416,118.57082,91.980512,134.00342,283.02828,-11.303352,44.7274,266.95782,-12.453612
2022/09/29 14:52:20.020,n,98.76216,217.59186,194.95068,171.82908,234.61416,223.44998,185.07398,180.40354,190.05204,113.12532,65.537124,118.54782,91.972472,134.30058,288.52698,-11.307886,44.6595,266.88324,-12.456806
2022/09/29 14:52:25.002,n,98.691944,216.0915,194.17632,169.5028,233.42948,221.24622,184.29456,180.42596,188.50138,118.54008,67.008096,118.54626,91.964328,134.328,293.44568,-11.303504,44.5998,267.03994,-12.455066
2022/09/29 14:52:30.008,n,98.908272,215.3997,193.13848,169.56612,231.15954,220.7908,183.5683,181.04856,189.33496,113.1394,69.476152,118.53706,91.943408,134.35478,242.13764,-11.297294,44.646148,266.91044,-12.455488
2022/09/29 14:52:35.001,n,99.005344,213.87406,192.63904,168.31486,229.49664,219.60312,182.85504,180.40818,187.9571,113.12532,69.410968,118.54782,91.932176,134.54492,240.07012,-11.29779,44.675964,267.09436,-12.454996
2022/09/29 14:52:40.011,n,98.909568,213.10476,192.68374,167.33802,228.08816,218.01814,181.98812,181.15604,187.93032,113.1394,71.070224,118.55552,91.911192,134.57086,244.23078,-11.295068,44.6338,266.94422,-12.455248
2022/09/29 14:52:45.004,n,99.066136,214.03662,195.31094,167.31082,231.15954,213.48728,184.29906,180.20202,187.94822,113.01376,71.896312,118.577,91.893464,134.48992,200.45458,-11.306442,44.70682,267.08072,-12.456862
2022/09/29 14:52:50.002,n,99.120088,213.10476,194.301,166.5639,230.27636,211.22036,183.57746,180.5918,187.12668,113.16744,73.3384,118.60002,91.895064,134.54492,194.76368,-11.304516,44.660536,267.21704,-12.455318
2022/09/29 14:52:55.008,n,99.216392,211.47588,188.44328,172.70216,214.28272,220.344,188.88038,211.26876,208.88998,113.17194,74.066616,118.60622,91.904696,134.5984,289.32174,-11.305876,44.631724,266.9787,-12.45849
2022/09/29 14:53:00.001,n,99.356104,210.63384,189.09446,173.41706,212.82748,218.03578,186.46072,192.9513,202.08644,113.16266,74.849264,118.62006,91.91764,134.57086,310.16028,-11.303866,44.64304,267.10794,-12.457058
2022/09/29 14:53:05.052,n,99.392408,210.6162,189.83398,173.44852,213.02546,213.02546,184.58126,193.71762,223.35784,112.50162,75.581384,118.63228,91.91444,134.65176,314.4757,-11.30216,44.719168,267.0603,-12.455272
2022/09/29 14:53:10.004,n,99.490272,309.6491,308.25018,365.20328,371.20756,422.52412,361.23816,202.95052,295.15186,204.43268,242.39222,118.65028,91.904696,134.73356,317.30422,-11.304046,44.691424,266.87644,-12.425402
2022/09/29 14:53:15.014,n,99.443968,292.1491,295.47464,353.61484,367.71548,354.50856,355.8752,200.1959,294.31296,205.94356,130.2179,118.64158,91.901504,134.73356,321.25382,-11.302506,44.677,266.73992,-12.428456
2022/09/29 14:53:20.007,n,99.457536,289.09344,292.75464,348.95644,365.49312,251.43714,352.80192,198.79096,287.77996,200.6267,79.995888,118.56316,91.898312,134.8145,319.99796,-11.3159,44.744864,266.5832,-12.432414
2022/09/29 14:53:25.001,n,99.51216,288.38372,291.93444,346.58244,362.31168,249.57804,350.43916,198.8,286.74844,113.90694,79.999648,118.46322,91.930576,134.97642,316.0693,-11.315984,44.7521,266.6921,-12.433142
2022/09/29 14:53:30.012,n,99.445856,279.4426,279.84426,341.2604,356.91576,270.2566,348.87112,199.98714,309.60766,113.89286,80.728224,118.35254,91.959488,135.05732,314.2735,-11.314736,44.698588,266.3515,-12.434156
2022/09/29 14:53:35.003,n,99.413976,278.86276,278.13462,338.99468,353.96456,268.7743,346.52132,200.67564,307.90826,113.37662,80.884024,118.28646,91.994992,135.51634,309.30558,-11.317814,44.802432,266.55578,-12.438808
2022/09/29 14:53:40.014,n,99.431696,277.04072,275.19366,342.1298,351.5262,345.69704,344.13052,203.72502,310.6056,113.17646,81.47184,118.2679,92.038488,135.8134,306.87632,-11.314834,44.73356,266.26962,-12.436184
2022/09/29 14:53:45.006,n,99.487528,289.1145,287.5864,344.60644,352.42964,325.01096,341.2072,203.7339,288.49774,113.20928,81.281856,118.27408,92.070704,136.0303,292.43066,-11.317952,44.786,266.44692,-12.434874
2022/09/29 14:53:50.265,n,99.60024,267.69956,215.08238,237.22986,232.37868,433.75584,356.95624,213.63248,311.43644,113.86962,82.93128,118.29104,92.093224,136.32742,300.50458,-11.31294,44.781884,266.3515,-12.450684
2022/09/29 14:53:55.010,n,99.421488,246.6804,219.61626,271.01798,330.2555,513.12584,270.40124,202.246,240.79604,114.74326,84.164312,118.34644,92.117392,136.51686,296.33378,-11.31374,44.681092,266.46734,-12.449348
2022/09/29 14:54:00.003,n,99.668,247.50796,212.69554,255.72572,340.2018,483.19688,221.44322,184.962,219.57224,114.68296,85.046888,118.45712,92.131992,136.73218,297.2814,-11.31482,44.683164,266.28324,-12.451382
2022/09/29 14:54:05.013,n,99.577768,240.47474,212.69118,257.33532,329.59198,480.27708,222.9258,185.68702,218.0664,114.64564,85.781176,118.58316,92.135176,137.05676,294.10016,-11.311316,44.6924,266.39228,-12.449634
2022/09/29 14:54:10.006,n,99.361232,238.27932,211.04836,255.01438,323.63638,465.19936,222.16086,184.9486,217.25772,114.68296,86.523272,118.6472,92.1142,137.29876,293.15252,-11.314556,44.639988,266.19434,-12.45153
2022/09/29 14:54:15.001,n,99.24336,234.58354,209.64084,252.68564,318.20986,445.24032,222.15212,184.3081,216.545,114.68748,87.286896,118.6797,92.090088,137.54322,291.94046,-11.31399,44.644076,266.61042,-12.452388
2022/09/29 14:54:20.009,n,99.190984,229.80166,205.66984,242.02378,297.55072,405.7956,218.39166,183.38442,214.20806,113.90694,87.99604,118.70914,92.074008,137.73184,287.53344,-11.313394,44.745904,266.49456,-12.452114
2022/09/29 14:54:25.003,n,99.168624,225.47452,202.64932,236.69174,286.74404,379.30032,215.96804,182.48248,213.3466,113.92076,87.969272,118.73542,92.072296,137.92128,286.49872,-11.315028,44.750024,266.36506,-12.455122
2022/09/29 14:54:30.012,n,99.180728,221.78898,200.35572,232.03388,280.26374,358.49256,215.24112,183.38004,212.27294,113.86962,88.778448,118.76328,92.064256,137.9747,284.44968,-11.311524,44.7603,266.0991,-12.453028
2022/09/29 14:54:35.006,n,98.988376,218.38728,198.316,228.51582,274.55148,343.36488,213.07836,183.37116,210.39566,113.91598,88.7602,118.82516,92.059408,138.05566,281.45426,-11.31597,44.672888,266.50818,-12.45699
2022/09/29 14:54:40.186,n,98.852336,216.6813,195.70208,225.19874,267.6867,331.94656,210.62946,182.64422,209.53064,113.01376,89.508176,118.94428,92.06272,138.13662,280.05706,-11.314792,44.621448,266.6991,-12.455752
2022/09/29 14:54:45.009,n,98.90312,214.05412,194.28774,222.10836,263.67948,325.8478,209.14634,182.5004,209.663,114.68296,90.246128,119.03548,92.054624,138.19086,278.79526,-11.313298,44.739748,266.67846,-12.457058
2022/09/29 14:54:50.002,n,98.865728,212.27294,192.7104,219.80916,260.29266,320.26818,207.69136,182.33428,208.8856,113.89286,90.961032,119.12524,92.040144,138.1641,276.85544,-11.31464,44.667732,266.55578,-12.45986
2022/09/29 14:54:55.012,n,98.704696,210.6516,191.33598,217.07288,256.91818,317.97814,206.09792,182.15818,208.16044,114.48308,90.976984,119.2364,92.001432,138.35272,276.17944,-11.313284,44.604948,266.73992,-12.455408
2022/09/29 14:55:00.005,n,98.573336,209.2743,190.55846,214.53742,253.30062,316.4577,203.79134,182.6307,207.29762,114.67366,91.739896,119.35388,91.943408,138.48718,274.19382,-11.314266,44.5916,266.99228,-12.457986
2022/09/29 14:55:05.007,n,98.45856,207.78434,189.1121,212.26856,251.00606,312.6684,202.13512,182.38364,205.90814,113.88822,91.930624,119.46192,91.893464,138.56958,273.85546,-11.315112,44.668768,266.99228,-12.458444
2022/09/29 14:55:10.008,n,98.288272,207.05398,187.89448,209.9058,247.08564,308.86666,200.85324,181.17396,205.07786,113.88358,92.230872,119.57932,91.848312,138.67654,272.92944,-11.31169,44.623492,267.09436,-12.457494
2022/09/29 14:55:15.002,n,98.277984,204.12314,187.60438,208.05422,244.10654,305.63724,199.16462,181.19172,205.11764,113.87892,92.235656,119.68884,91.814512,138.7575,271.1238,-11.314018,44.64304,267.09436,-12.459268
2022/09/29 14:55:20.011,n,98.48644,203.95962,186.2417,206.11118,240.96092,302.68494,196.6706,181.18722,204.3222,113.88358,93.020968,119.7999,91.791928,138.81174,269.2488,-11.312162,44.632764,266.96466,-12.45613
2022/09/29 14:55:25.087,n,98.840752,203.2338,185.4903,204.55654,238.81662,296.93714,196.04882,181.17832,203.56124,113.15814,93.020968,119.9341,91.78224,138.8927,267.22364,-11.315402,44.685236,267.1558,-12.45747
2022/09/29 14:55:30.014,n,99.019112,201.71388,183.88686,202.94148,237.28196,295.05548,194.74602,180.59618,202.82186,112.27344,93.063488,120.02806,91.78384,139.05456,267.96436,-11.315318,44.755148,267.08072,-12.458996
2022/09/29 14:55:35.008,n,98.877288,200.0671,183.02566,201.54108,235.58828,291.19346,193.87812,181.18284,202.07742,113.1487,93.76048,120.11594,91.779056,139.16304,273.6268,-11.31226,44.641996,266.80796,-12.458044
2022/09/29 14:55:40.001,n,98.702808,199.31598,182.41958,199.98714,233.37714,287.4096,193.0939,181.17832,201.38126,113.1394,94.546616,120.196,91.78544,139.37916,276.64248,-11.315056,44.592636,266.86282,-12.459382
2022/09/29 14:55:45.011,n,98.81124,197.80634,181.50494,198.51548,231.9029,283.00672,191.6261,181.33062,201.39902,113.88822,95.322632,120.27762,91.793536,139.59448,278.82678,-11.310704,44.638956,266.86962,-12.457918
2022/09/29 14:55:50.004,n,98.827296,196.82592,179.99134,196.44406,229.47942,279.33256,190.86252,181.30356,200.61344,113.88822,95.510752,120.35158,91.798376,139.78386,283.79282,-11.314766,44.734596,266.80114,-12.460466
2022/09/29 14:55:55.014,n,98.951288,195.37766,178.58286,194.75054,227.28056,275.59314,190.13668,181.31272,200.3337,117.97776,96.854152,120.39006,91.811328,140.0535,287.07908,-11.311898,44.588488,266.78754,-12.458594
2022/09/29 14:56:00.178,n,99.113648,193.96714,178.42576,193.2678,225.79854,271.03494,189.4732,180.63212,199.10242,118.42386,96.849368,120.41782,91.806408,140.27042,294.95748,-11.312022,44.664648,266.61042,-12.459792
2022/09/29 14:56:05.001,n,99.295448,192.84426,176.8844,191.67982,224.19552,267.20858,188.77784,181.32598,197.59798,113.86962,96.88232,120.46858,91.796728,140.36938,301.31546,-11.31283,44.688312,266.67846,-12.461072
2022/09/29 14:56:10.010,n,99.445424,191.77812,176.14202,190.9831,223.40624,263.38922,187.23374,180.60082,197.43392,113.88358,96.877536,120.52238,91.76936,140.55884,303.56738,-11.310578,44.731488,266.7059,-12.45953
2022/09/29 14:56:15.003,n,99.545376,191.059,175.21862,189.38842,221.2156,258.82596,186.50106,180.58292,196.84368,75.504232,97.675008,120.57928,91.717776,140.749,309.19364,-11.31219,44.6595,266.6853,-12.462022
2022/09/29 14:56:20.014,n,99.555456,190.63886,174.4523,188.67968,220.5324,254.97158,184.765,180.68136,195.45326,76.815736,97.632904,120.65472,91.661288,140.83002,314.3854,-11.312984,44.636884,266.59,-12.460924
2022/09/29 14:56:25.006,n,99.481464,189.64244,173.0035,187.24276,219.00622,251.5491,184.80532,180.61408,195.31094,77.686808,97.82048,120.7393,91.608096,140.93846,322.083,-11.310274,44.739748,266.59,-12.459644
2022/09/29 14:56:30.001,n,99.106776,188.83128,172.9495,185.71848,217.17404,248.0394,183.68944,180.92306,194.52358,78.270992,98.387728,120.81462,91.556448,140.8842,324.12424,-11.313172,44.685236,266.85602,-12.46209
2022/09/29 14:56:35.010,n,99.054944,188.01946,172.94512,185.04254,215.9109,244.97116,183.4652,180.62324,193.77572,79.740096,98.38308,120.90378,91.499912,140.91174,322.19622,-11.308608,44.679076,266.77392,-12.457286
2022/09/29 14:56:40.003,n,99.006792,187.28732,172.14422,184.3126,214.57694,241.30818,181.9613,180.16168,192.85766,79.228616,99.20284,120.99128,91.4548,141.04768,321.61246,-11.310858,44.768532,266.63766,-12.46082
2022/09/29 14:56:45.013,n,98.840272,187.18902,171.36068,182.78778,213.65422,237.28634,181.18284,180.61408,192.17968,81.659608,98.57052,121.0789,91.404752,141.04768,322.15046,-11.313492,44.616328,266.95782,-12.462364
2022/09/29 14:56:50.245,n,98.79436,186.45184,171.4013,180.53808,212.88038,235.39264,180.39028,178.91508,192.24666,82.311976,99.558312,121.17108,91.36116,141.10114,322.12882,-11.31276,44.65026,266.78074,-12.462284
2022/09/29 14:56:55.001,n,98.84204,185.8392,170.61706,181.42892,211.25112,233.36838,179.66868,179.8166,191.37604,82.986248,99.198056,121.26778,91.332032,141.12866,320.17724,-11.307372,44.720208,266.80114,-12.461312
2022/09/29 14:57:00.009,n,98.656192,185.15,170.5766,179.94648,209.81312,230.34594,178.86558,179.78516,191.32244,83.656208,99.946872,121.32912,91.294912,141.12866,321.6576,-11.302134,44.71094,266.67166,-12.459964
2022/09/29 14:57:05.002,n,98.55808,184.39326,169.84584,178.65914,208.38154,228.79062,178.12472,179.7987,190.6971,84.363664,99.95616,121.3952,91.275536,141.29132,321.41088,-11.305154,44.61322,266.6991,-12.462354
